Energy,20221102_1710_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1713_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1717_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1720_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1723_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1727_Cr_22157b_75K_60deg_6T_plus_0000,c+ H+,c- H+,c+ H-,c- H-,XMCD H+,XMCD H-,XAS,XMCD,XAS normalized by jump,XMCD normalized by XAS jump
eV,cminus fieldplus,cplus fieldplus,,,,,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units
,,,cplus fieldplus,cminus fieldplus,cminus fieldplus,cplus fieldplus,,,,,c-H+ - c+H+,c-H- - c+H-,,6T,LCOT (6T),6T
572.199,0.0975198923459228,0.0977219521778203,0.0980016596092515,0.0975897338640397,0.09650601329383,0.0951809996764314,0.0969682038211677,0.0972052131679308,0,0,2.37009346763115E-4,0,-0.00980131643268523,2.37009346763115E-4,0.00112919647257988,-1.38251013475472E-5
572.211,0.0975009842614367,0.0977195560059116,0.0979858505874211,0.09759820109666,0.096510071000355,0.0952055654668847,0.0969703240200725,0.0972030854528172,0,0,2.32761432744755E-4,0,-0.00981189007923677,2.32761432744755E-4,0.00117929808960503,-2.39693891994888E-5
572.223,0.0974834492688208,0.0977348308437037,0.0980064453925017,0.0975864053085079,0.0965045223188302,0.095222215801789,0.0969878306793315,0.0971914589653863,0,0,2.0362828605483E-4,0,-0.00981657603775152,2.0362828605483E-4,0.0012437116200174,-9.46052133496841E-5
572.235,0.0975116537406217,0.0977287189484475,0.0980195410148647,0.0975733410042852,0.09651943956311,0.0951920324836852,0.0969800974823325,0.0972014781026723,0,0,2.21380620339787E-4,0,-0.00982485622780721,2.21380620339787E-4,0.00129938821834592,-5.12708443461739E-5
572.247,0.0975068501846076,0.0977560662965722,0.0980087804412196,0.0975952596519753,0.0964914573724084,0.0952035984488689,0.0969894817288869,0.0971978557363304,0,0,2.08374007443557E-4,0,-0.00982966047793746,2.08374007443557E-4,0.00136351420306192,-8.27059578893505E-5
572.259,0.0975250158380297,0.0977660002525296,0.0980067644417417,0.0975879612338976,0.0964938932905545,0.0952317383478369,0.0970015010140361,0.0972022901208273,0,0,2.0078910679118E-4,0,-0.00982377293863412,2.0078910679118E-4,0.00145363000981966,-1.00961861604506E-4
572.271,0.0975243767586794,0.0977562653667153,0.0979961275913987,0.097569672074992,0.096501114191549,0.0952214015298994,0.0969912648293378,0.0971983876750735,0,0,2.0712284573568E-4,0,-0.00984847769942906,2.0712284573568E-4,0.00146938142319415,-8.5384049416377E-5
572.283,0.0975070009836779,0.0977572061680375,0.097983077489153,0.0975854196918216,0.0965304254367222,0.0952003304306989,0.0969802046959631,0.0972076153707406,0,0,2.27410674777426E-4,0,-0.00986087626747928,2.27410674777426E-4,0.00151504698344103,-3.58863475182702E-5
572.295,0.0975055537378727,0.0977431288606096,0.0979867851402889,0.0975984501134013,0.0965255938693711,0.0952085393782823,0.0969794844597269,0.0972098659068817,0,0,2.30381447154746E-4,0,-0.00986991209791716,2.30381447154746E-4,0.00156888675556027,-2.84833037501632E-5
572.307,0.097520910133761,0.0977368956622399,0.0979793901773325,0.0975797296903347,0.0965020675742116,0.0952289966061666,0.0969817608152463,0.0972009024661024,0,0,2.19141650856125E-4,0,-0.00988716531351974,2.19141650856125E-4,0.00160275153851464,-5.5623603105457E-5
572.319,0.0975200804448674,0.0977287569851113,0.097964686711774,0.0975644903692792,0.0965012483990954,0.0952099772660602,0.0969678069876485,0.0971952730710807,0,0,2.2746608343216E-4,0,-0.0099173146664821,2.2746608343216E-4,0.00160526812507123,-3.52067718227516E-5
572.331,0.0975104233476342,0.0977337894167963,0.0979894121069708,0.0975722808347671,0.0965268133112296,0.0951947166470445,0.0969726393902706,0.097203172497877,0,0,2.30533107606415E-4,0,-0.00991514896740645,2.30533107606415E-4,0.00168633680592099,-2.75697572035421E-5
572.343,0.0975073893725113,0.0977424515195927,0.0980060347957905,0.0975828715737304,0.0965117264187811,0.0952199100004604,0.0969894654386145,0.0972006624550076,0,0,2.1119701639305E-4,0,-0.00991139909227468,2.1119701639305E-4,0.00177125633456817,-7.43906970487372E-5
572.355,0.0975229481959029,0.0977454372701244,0.0980006393656992,0.0975621375056049,0.0964927094252079,0.09521825125821,0.0969881092980112,0.0971925983755719,0,0,2.0448907756071E-4,0,-0.00993138544265637,2.0448907756071E-4,0.00179847735718963,-9.05148639033582E-5
572.367,0.0975413007506981,0.0977572907695074,0.0979974906335097,0.0975530050900471,0.0965086612757527,0.0952110806385168,0.0969886206805113,0.0972009890388326,0,0,2.12368358321322E-4,0,-0.00993304952723836,2.12368358321322E-4,0.00187023652101832,-7.11801168252206E-5
572.379,0.0975251098770473,0.0977616996951878,0.0979940311779544,0.0975739709588939,0.0965202686307149,0.0952060388084998,0.0969872565605474,0.0972064498222187,0,0,2.19193261671302E-4,0,-0.00993951899415893,2.19193261671302E-4,0.00193031466245075,-5.44083720805985E-5
